"","id","weight","week","bi.week","state","county.fips","predicted.vote.prob","senate.topline","governor.topline","biden.approval","presvote2020","pid","ideology","most.important.problem","abortion.policy","age","race","gender","hispanic","education"
"41",118159675005,0.370536879916671,43,22,"PA","42003",0.990004385837942,"Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Climate change",NA,71,"white","male",FALSE,"College graduate"
"42",118158620222,0.366574580218432,43,22,"PA","42003",0.990004385837942,"Republican","Other/Would not Vote","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,66,"white","male",FALSE,"College graduate"
"43",118157986557,0.381131730343068,43,22,"PA","42003",0.988776891050894,"Democrat","Democrat","Strongly approve","dem","Independent","Very liberal","Inflation",NA,64,"white","male",FALSE,"College graduate"
"44",118158616930,0.581889888778132,43,22,"PA","42003",0.982909535921571,"Democrat","Democrat","Somewhat disapprove","dem","Democrat","Very liberal","Abortion",NA,32,"white","female",FALSE,"Post graduate degree"
"45",118157873812,0.401799089677113,43,22,"PA","42003",0.983723351626436,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Crime and safety",NA,67,"black","male",FALSE,"Post graduate degree"
"46",118157699796,0.331831077458152,43,22,"PA","42003",0.0967304973182031,NA,NA,"Strongly disapprove","dnv/other","Republican","Moderate","Climate change",NA,40,"white","male",FALSE,"Some college"
"47",118159713398,1.15765868727154,43,22,"PA","42003",0.988043142145884,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,47,"white","female",FALSE,"Some college"
"48",118157730143,0.797567011850507,43,22,"PA","42003",0.975082472659413,"Democrat","Democrat","Somewhat approve","dem","Independent","Very liberal","Climate change",NA,26,"white","male",FALSE,"College graduate"
"49",118157874744,1.49070839934424,43,22,"PA","42003",0.985620709718936,"Democrat","Democrat","Somewhat disapprove","dem","Democrat","Moderate","Crime and safety",NA,83,"black","male",FALSE,"Some college"
"50",118160008195,0.381131730343068,43,22,"PA","42003",0.988776891050894,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Crime and safety",NA,50,"white","male",FALSE,"College graduate"
"51",118159999400,0.249185272513086,43,22,"PA","42003",0.592384826835229,"Democrat","Other/Would not Vote","Somewhat approve","dem","Independent","Very liberal","Climate change",NA,60,"black","male",FALSE,"Post graduate degree"
"52",118158773899,0.490016840080348,43,22,"PA","42003",0.985165251817277,"Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Abortion",NA,48,"white","male",FALSE,"College graduate"
"53",118157456925,1.31624473770003,43,22,"PA","42003",0.929394042058104,"Democrat","Republican","Strongly disapprove","rep","Republican","Conservative","Crime and safety",NA,39,"white","female",FALSE,"Some college"
"54",118158794566,0.884008451575351,43,22,"PA","42003",0.991951170566929,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Climate change",NA,67,"white","female",FALSE,"Associate's degree"
"55",118158614999,1.16512425327188,43,22,"PA","42003",0.983781205324956,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Guns",NA,48,"white","female",FALSE,"High school or G.E.D."
"56",118159245891,0.0883979684301046,43,22,"PA","42003",0.0736801869049542,NA,NA,"Somewhat approve","dnv/other","Independent","Liberal","Climate change",NA,52,"hispanic","male",TRUE,"College graduate"
"57",118159016881,0.381120591462457,43,22,"PA","42003",0.988747993252934,"Democrat","Democrat","Somewhat approve","dem","Democrat","Very liberal","Inflation",NA,54,"white","male",FALSE,"Post graduate degree"
"58",118158076725,0.380730987677523,43,22,"PA","42003",0.987737237158546,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,58,"white","male",FALSE,"Post graduate degree"
"59",118159799324,0.380730987677523,43,22,"PA","42003",0.987737237158546,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,56,"white","male",FALSE,"Post graduate degree"
"60",118157788852,0.896461668422413,43,22,"PA","42003",0.990509868570678,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,72,"white","male",FALSE,"Some college"
"61",118159088654,0.711383904618746,43,22,"PA","42003",0.990181631056232,"Republican","Republican","Strongly disapprove","rep","Democrat","Conservative","Inflation",NA,78,"white","male",FALSE,"College graduate"
"62",118158969555,0.589156299530562,43,22,"PA","42003",0.979933193236096,"Democrat","Democrat","Somewhat approve","dem","Democrat","Very liberal","Guns",NA,32,"white","male",FALSE,"College graduate"
"63",118159510752,0.380730987677523,43,22,"PA","42003",0.987737237158546,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Abortion",NA,55,"white","male",FALSE,"Post graduate degree"
"64",118159717678,0.370189848999783,43,22,"PA","42003",0.989077184934707,"Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Climate change",NA,71,"white","male",FALSE,"Post graduate degree"
"65",118157671703,1.18581968420136,43,22,"PA","42003",0.985911969355865,"Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Guns",NA,42,"white","male",FALSE,"Associate's degree"
"66",118159774621,0.380730987677523,43,22,"PA","42003",0.987737237158546,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Climate change",NA,63,"white","male",FALSE,"Post graduate degree"
"67",118158916727,0.380730987677523,43,22,"PA","42003",0.987737237158546,"Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Climate change",NA,62,"white","male",FALSE,"Post graduate degree"
"68",118159666621,1.41099026909222,43,22,"PA","42003",0.828273127403944,"Other/Would not Vote","Other/Would not Vote","Strongly disapprove","dem","Republican","Very conservative","Crime and safety",NA,22,"other","male",FALSE,"High school or G.E.D."
"69",118159634407,1.38518421479954,43,22,"PA","42003",0.97807187334869,"Republican","Republican","Strongly disapprove","rep","Republican","Moderate","Crime and safety",NA,32,"white","female",FALSE,"Did not complete high school"
"70",118159659316,1.29728499638196,43,22,"PA","42003",0.906211433258181,"Other/Would not Vote","Other/Would not Vote","Somewhat approve","dem","Democrat","Moderate","Crime and safety",NA,31,"white","female",FALSE,"High school or G.E.D."
"71",118160015580,0.185029665613567,43,22,"PA","42003",0.0386744895917207,NA,NA,NA,"dnv/other",NA,NA,"Crime and safety",NA,27,"black","female",FALSE,"High school or G.E.D."
"72",118158191636,0.375601732330125,43,22,"PA","42003",0.98959520579547,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,64,"white","female",FALSE,"Post graduate degree"
"73",118159259731,0.279988380075073,43,22,"PA","42003",0.7376833884174,"Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Abortion",NA,64,"white","female",FALSE,"College graduate"
"74",118157715742,0.365417880505427,43,22,"PA","42003",0.991521800296549,"Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Abortion",NA,65,"white","female",FALSE,"College graduate"
"75",118158023047,0.331831077458152,43,22,"PA","42003",0.0967304973182031,NA,NA,"Somewhat disapprove","dnv/other","Independent","Moderate","Climate change",NA,40,"white","male",FALSE,"Some college"
"76",118158989821,0.279988380075073,43,22,"PA","42003",0.7376833884174,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Abortion",NA,62,"white","female",FALSE,"College graduate"
"77",118157711360,0.370536879916671,43,22,"PA","42003",0.990004385837942,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,68,"white","male",FALSE,"College graduate"
"78",118157660087,0.328794115562091,43,22,"PA","42003",0.546877403902364,"Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Inflation",NA,37,"white","male",FALSE,"Post graduate degree"
"79",118158598984,0.544342053588987,43,22,"PA","42003",0.919484949977796,"Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,38,"white","female",FALSE,"Post graduate degree"
"80",118157691433,0.328794115562091,43,22,"PA","42003",0.546877403902364,"Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Inflation",NA,37,"white","male",FALSE,"Post graduate degree"
"81",118159870754,0.778428340139047,43,22,"PA","42003",0.654194994915485,"Republican","Democrat","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,47,"white","male",FALSE,"Associate's degree"
"82",118158577935,0.787198707023951,43,22,"PA","42003",0.972809120296832,"Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,26,"white","male",FALSE,"Post graduate degree"
"83",118159125789,0.370189848999783,43,22,"PA","42003",0.989077184934707,"Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Abortion",NA,71,"white","male",FALSE,"Post graduate degree"
"84",118160064247,1.32118327213399,43,22,"PA","42003",0.772328561384385,"Republican","Democrat","Strongly disapprove","rep","Republican","Conservative","Crime and safety",NA,82,"white","female",FALSE,"Some college"
"85",118157876846,0.874555394104511,43,22,"PA","42003",0.991951170566929,"Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Crime and safety",NA,73,"white","female",FALSE,"Associate's degree"
"86",118158218630,0.185029665613567,43,22,"PA","42003",0.0386744895917207,NA,NA,"Somewhat approve","dnv/other","Democrat","Liberal","Climate change",NA,23,"black","female",FALSE,"Did not complete high school"
"87",118159628627,0.376659678290117,43,22,"PA","42003",0.987737237158546,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,58,"white","male",FALSE,"Post graduate degree"
"88",118159667137,0.375937122905785,43,22,"PA","42003",0.990478856953529,"Democrat","Democrat","Somewhat approve","dem","Republican","Moderate","Climate change",NA,62,"white","female",FALSE,"College graduate"
"89",118157933449,0.897171442432411,43,22,"PA","42003",0.991294105293923,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Climate change",NA,68,"white","male",FALSE,"Some college"
"90",118157745281,0.273265659951389,43,22,"PA","42003",0.71997108564651,"Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Abortion",NA,55,"white","female",FALSE,"Post graduate degree"
"91",118159666641,1.91464868371341,43,22,"PA","42003",0.968020754454009,"Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Climate change",NA,19,"white","male",FALSE,"High school or G.E.D."
"92",118157786753,0.377056135653364,43,22,"PA","42003",0.988776891050894,"Republican","Republican","Strongly disapprove","rep","Democrat","Moderate","Crime and safety",NA,52,"white","male",FALSE,"College graduate"
"93",118158004838,0.912291289509418,43,22,"PA","42003",0.989343780587473,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,57,"white","male",FALSE,"Some college"
"94",118158935041,0.896461668422413,43,22,"PA","42003",0.990509868570678,"Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Inflation",NA,72,"white","male",FALSE,"Associate's degree"
"95",118158759769,0.377056135653364,43,22,"PA","42003",0.988776891050894,"Republican","Republican","Somewhat disapprove","rep","Republican","Very conservative","Guns",NA,58,"white","male",FALSE,"College graduate"
"96",118159450160,0.250009864721112,43,22,"PA","42003",0.0728791851992214,NA,NA,"Somewhat disapprove","dnv/other","Independent","Moderate","Inflation",NA,45,"white","male",FALSE,"High school or G.E.D."
"97",118158778289,0.708566514156931,43,22,"PA","42003",0.990898464266765,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Abortion",NA,76,"white","female",FALSE,"Post graduate degree"
"98",118158237884,0.710729452559331,43,22,"PA","42003",0.989270693370641,"Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Abortion",NA,77,"white","male",FALSE,"Post graduate degree"
"99",118158692397,0.489336036929226,43,22,"PA","42003",0.983796515984233,"Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Climate change",NA,48,"white","male",FALSE,"Post graduate degree"
"100",118159851889,0.478434673974646,43,22,"PA","42125",0.98740794189438,"Other/Would not Vote","Republican","Strongly disapprove","rep","Independent","Moderate","Inflation",NA,44,"white","female",FALSE,"College graduate"
"101",118158019816,0.279988380075073,43,22,"PA","42125",0.7376833884174,"Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Abortion",NA,56,"white","female",FALSE,"College graduate"
"102",118157646475,0.874555394104511,43,22,"PA","42125",0.991951170566929,"Republican","Republican","Strongly disapprove","rep","Independent","Conservative","Crime and safety",NA,68,"white","female",FALSE,"Some college"
"103",118158864223,0.922152233765224,43,22,"PA","42125",0.989343780587473,"Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Guns",NA,59,"white","male",FALSE,"Some college"
"104",118158835931,0.634099924722372,43,22,"PA","42125",0.966455804254707,"Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Climate change",NA,37,"other","male",TRUE,"College graduate"
"105",118158789540,0.88143796171713,43,22,"PA","42125",0.989066808523502,"Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Guns",NA,65,"white","female",FALSE,"High school or G.E.D."
"106",118159616558,0.748108951799534,43,22,"PA","42125",0.985194104689761,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,67,"other","female",FALSE,"High school or G.E.D."
"107",118159723990,0.896461668422413,43,22,"PA","42059",0.990509868570678,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Guns",NA,71,"white","male",FALSE,"Some college"
"108",118159114757,0.119229992894787,43,22,"PA","42125",0.0695309783999404,NA,NA,"Strongly disapprove","dnv/other","Republican","Moderate","Inflation",NA,38,"white","male",FALSE,"College graduate"
"109",118159872830,0.272500547838015,43,22,"PA","42051",0.728069868682293,"Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Guns",NA,65,"white","male",FALSE,"College graduate"
"110",118157863103,0.779462712726662,43,22,"PA","42051",0.986054061181988,"Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","dem","Independent","Moderate","Climate change",NA,50,"black","female",FALSE,"Some college"
"111",118158623247,0.718411717635451,43,22,"PA","42051",0.989270693370641,"Democrat","Democrat","Strongly approve","dem","Democrat","Conservative","Crime and safety",NA,78,"white","male",FALSE,"Post graduate degree"
"112",118159072314,0.371917076240035,43,22,"PA","42051",0.990478856953529,"Democrat","Democrat","Strongly disapprove","rep","Democrat","Moderate","Crime and safety",NA,55,"white","female",FALSE,"College graduate"
"113",118158124226,0.576424736010435,43,22,"PA","42111",0.723423588391745,NA,NA,"Somewhat approve","rep","Democrat","Liberal","Crime and safety",NA,19,"white","female",FALSE,"College graduate"
"114",118158116546,0.28700055547277,43,22,"PA","42111",0.109637977843275,NA,NA,"Strongly disapprove","dnv/other","Democrat","Liberal","Crime and safety",NA,61,"white","female",FALSE,"High school or G.E.D."
"115",118158622516,0.726662870243536,43,22,"PA","42051",0.505230326673997,"Republican","Republican","Strongly disapprove","rep","Independent","Conservative","Inflation",NA,34,"white","male",FALSE,"High school or G.E.D."
"116",118158241634,0.597687598993567,43,22,"PA","42051",0.648168535201651,"Republican","Democrat","Strongly disapprove","rep","Democrat","Very conservative","Inflation",NA,62,"white","male",FALSE,"High school or G.E.D."
"117",118159656149,0.883836409866287,43,22,"PA","42051",0.987115713251506,"Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,65,"white","male",FALSE,"High school or G.E.D."
"118",118158553058,0.779396013047744,43,22,"PA","42051",0.71997108564651,"Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","dnv/other","Republican","Moderate","Inflation",NA,53,"white","female",FALSE,"Post graduate degree"
"119",118157615795,0.104992729437659,43,22,"PA","42111",0.0729987909997451,NA,NA,"Strongly disapprove","rep","Republican","Moderate","Inflation",NA,34,"white","male",FALSE,"Associate's degree"
"120",118160044025,0.185933388117968,43,22,"PA","42009",0.0639093679845526,NA,NA,"Strongly disapprove","dnv/other","Democrat","Very liberal","Crime and safety",NA,40,"hispanic","female",TRUE,"High school or G.E.D."
"121",118158836644,0.899779051095372,43,22,"PA","42111",0.990960564551253,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Abortion",NA,57,"white","female",FALSE,"Associate's degree"
"122",118158608913,1.41086413806891,43,22,"PA","42009",0.980938174438844,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,35,"white","male",FALSE,"Associate's degree"
"123",118159831166,0.376659678290117,43,22,"PA","42111",0.987737237158546,"Republican","Republican","Strongly disapprove","rep","Republican","Moderate","Inflation",NA,50,"white","male",FALSE,"Post graduate degree"
"124",118157750825,0.366574580218432,43,22,"PA","42129",0.990004385837942,"Other/Would not Vote","Other/Would not Vote","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,73,"white","male",FALSE,"College graduate"
"125",118157728313,0.884008451575351,43,22,"PA","42129",0.991951170566929,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Climate change",NA,67,"white","female",FALSE,"Some college"
"126",118158783809,0.375601732330125,43,22,"PA","42129",0.98959520579547,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Abortion",NA,56,"white","female",FALSE,"Post graduate degree"
"127",118158332398,0.908782522426437,43,22,"PA","42129",0.98553866161835,"Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,50,"white","male",FALSE,"High school or G.E.D."
"128",118158220140,0.371585272130524,43,22,"PA","42129",0.98959520579547,"Republican","Republican","Strongly disapprove","rep","Republican","Moderate","Inflation",NA,61,"white","female",FALSE,"Post graduate degree"
"129",118158137476,1.71660067834297,43,22,"PA","42129",0.992748443617234,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Guns",NA,77,"white","female",FALSE,"Some college"
"130",118159842329,0.262882299045435,43,22,"PA","42129",0.709963655578801,NA,NA,"Strongly disapprove","rep","Independent","Conservative","Inflation",NA,73,"white","male",FALSE,"Post graduate degree"
"131",118159540819,1.69712514591207,43,22,"PA","42129",0.992094170488865,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,75,"white","female",FALSE,"Some college"
"132",118159632114,0.380730987677523,43,22,"PA","42129",0.987737237158546,NA,NA,"Somewhat disapprove","dem","Republican","Moderate","Abortion",NA,64,"white","male",FALSE,"Post graduate degree"
"133",118158665357,0.897760363338461,43,22,"PA","42129",0.988737307678573,"Republican","Democrat","Strongly disapprove","rep","Independent","Moderate","Crime and safety",NA,56,"white","female",FALSE,"Did not complete high school"
"134",118159005008,0.377056135653364,43,22,"PA","42129",0.988776891050894,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,50,"white","male",FALSE,"College graduate"
"135",118158184701,0.789038307417384,43,22,"PA","42129",0.975082472659413,"Other/Would not Vote","Other/Would not Vote","Strongly disapprove","rep","Republican","Moderate","Inflation",NA,24,"white","male",FALSE,"College graduate"
"136",118158917546,0.610349094040517,43,22,"PA","42129",0.674381094268313,"Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Crime and safety",NA,74,"white","male",FALSE,"High school or G.E.D."
"137",118158272510,0.376659678290117,43,22,"PA","42129",0.987737237158546,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,55,"white","male",FALSE,"Post graduate degree"
"138",118159592392,0.909504750734754,43,22,"PA","42129",0.990960564551253,"Democrat","Democrat","Somewhat disapprove","dem","Democrat","Conservative","Inflation",NA,61,"white","female",FALSE,"Some college"
"139",118159608463,0.309080083655084,43,22,"PA","42129",0.62139692667672,"Democrat","Democrat","Somewhat disapprove","dem","Independent","Moderate","Abortion",NA,43,"white","male",FALSE,"Post graduate degree"
"140",118158235074,0.884008451575351,43,22,"PA","42129",0.991951170566929,"Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Climate change",NA,68,"white","female",FALSE,"Some college"
"141",118159921473,0.361223101210782,43,22,"PA","42129",0.990734038519488,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,65,"white","female",FALSE,"Post graduate degree"
"142",118158068229,0.909879416659442,43,22,"PA","42129",0.986728199981662,"Republican","Republican","Somewhat disapprove","rep","Independent","Conservative","Crime and safety",NA,62,"white","male",FALSE,"High school or G.E.D."
"143",118158116235,0.150863419179544,43,22,"PA","42129",0.186434897297868,"Republican","Other/Would not Vote","Somewhat disapprove","rep","Independent","Moderate","Inflation",NA,25,"white","male",FALSE,"College graduate"
"144",118159208175,0.678898933431308,43,22,"PA","42129",0.7476969701921,"Republican","Republican","Strongly disapprove","rep","Independent","Conservative","Inflation",NA,61,"white","female",FALSE,"Some college"
