"","id","weight","week","bi.week","state","county.fips","senate.topline","governor.topline","biden.approval","presvote2020","pid","ideology","most.important.problem","abortion.policy","age","race","gender","hispanic","education"
"21",118158176022,0.39406281445147,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Abortion",NA,54,"white","female",FALSE,"Post graduate degree"
"22",118157904977,1.33425506804155,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dnv/other","Independent","Moderate","Abortion",NA,74,"white","female",FALSE,"Post graduate degree"
"23",118159911615,0.731960348296304,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,62,"white","male",FALSE,"Some college"
"24",118159586978,0.203093518696044,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Inflation",NA,55,"white","female",FALSE,"College graduate"
"25",118158162503,0.330189558039828,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Abortion",NA,64,"white","male",FALSE,"High school or G.E.D."
"26",118158365292,0.227309956853457,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dem","Independent","Moderate","Climate change",NA,73,"white","female",FALSE,"Post graduate degree"
"27",118159082024,0.890198014208454,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Liberal","Climate change",NA,71,"white","male",FALSE,"Some college"
"28",118159052068,0.16872940817552,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Guns",NA,58,"white","male",FALSE,"College graduate"
"29",118158918312,0.394554049966329,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Inflation",NA,60,"white","female",FALSE,"College graduate"
"30",118158895220,0.355808867567907,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Very liberal","Climate change",NA,57,"white","male",FALSE,"Post graduate degree"
"31",118159152859,0.35816926970459,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Crime and safety",NA,56,"white","female",FALSE,"Post graduate degree"
"32",118158951268,0.435846307635803,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Inflation",NA,69,"white","female",FALSE,"College graduate"
"33",118158130504,0.341931214977178,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,92,"white","female",FALSE,"College graduate"
"34",118158776641,0.117428240713516,43,22,"AZ","04013",NA,NA,"Strongly disapprove","dem","Independent","Moderate","Abortion",NA,23,"other","male",TRUE,"College graduate"
"35",118157529935,1.20902564206513,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dnv/other","Republican","Conservative","Inflation",NA,19,"white","male",FALSE,"Some college"
"36",118157499161,0.255249902447334,43,22,"AZ","04013","Democrat","Democrat","Strongly disapprove","rep","Independent","Moderate","Abortion",NA,20,"other","male",FALSE,"Some college"
"37",118157889414,0.399493140596429,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,42,"white","male",FALSE,"College graduate"
"38",118159216400,0.0528961951739896,43,22,"AZ","04013",NA,NA,"Somewhat disapprove","dnv/other","Democrat","Conservative","Crime and safety",NA,30,"asian","male",FALSE,"High school or G.E.D."
"39",118158007844,0.410538313493948,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","dem","Democrat","Moderate","Climate change",NA,53,"hispanic","female",TRUE,"College graduate"
"40",118157977566,0.0833568396324099,43,22,"AZ","04013",NA,NA,"Strongly disapprove","dnv/other","Independent","Moderate","Inflation",NA,45,"other","female",FALSE,"High school or G.E.D."
"41",118157825324,0.120853206323353,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,44,"white","male",FALSE,"Some college"
"42",118159898489,0.442573209559029,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate","Crime and safety",NA,49,"white","female",FALSE,"College graduate"
"43",118157521237,0.790573831489491,43,22,"AZ","04013","Other/Would not Vote","Democrat","Strongly disapprove","dem","Republican","Very liberal","Abortion",NA,60,"black","male",TRUE,"High school or G.E.D."
"44",118158333060,0.599788242136681,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Conservative","Crime and safety",NA,75,"white","female",FALSE,"Post graduate degree"
"45",118157678699,3.01897098767177,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dnv/other","Democrat","Moderate","Guns",NA,65,"white","female",FALSE,"Associate's degree"
"46",118158075185,0.392041986550774,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Guns",NA,59,"white","male",FALSE,"Some college"
"47",118157815184,1.43104072111295,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Abortion",NA,21,"hispanic","female",TRUE,"High school or G.E.D."
"48",118158042033,0.356085627662029,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Inflation",NA,58,"white","male",FALSE,"College graduate"
"49",118159032642,0.358405511025932,43,22,"AZ","04013","Democrat","Democrat","Strongly disapprove","rep","Republican","Moderate","Inflation",NA,57,"white","female",FALSE,"College graduate"
"50",118158083303,0.409699938228643,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dem","Independent","Moderate","Inflation",NA,53,"white","male",FALSE,"Some college"
"51",118157874916,0.393637578902742,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Guns",NA,66,"white","male",FALSE,"College graduate"
"52",118158965444,0.808551520174563,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,64,"white","female",FALSE,"High school or G.E.D."
"53",118158809310,0.436073901705274,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Climate change",NA,65,"white","female",FALSE,"College graduate"
"54",118158621838,0.492677076974928,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,80,"white","male",FALSE,"College graduate"
"55",118159952302,1.04213205697649,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dnv/other","Democrat","Liberal","Inflation",NA,42,"other","female",FALSE,"High school or G.E.D."
"56",118160079473,0.810507342970355,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate","Inflation",NA,50,"white","female",FALSE,"Some college"
"57",118157986684,0.0833568396324099,43,22,"AZ","04013",NA,NA,"Somewhat approve","dnv/other","Democrat","Liberal","Crime and safety",NA,45,"hispanic","female",TRUE,"High school or G.E.D."
"58",118158618079,0.492451629912486,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Democrat","Conservative","Abortion",NA,35,"white","female",FALSE,"College graduate"
"59",118159841726,0.0667171634038949,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,64,"white","female",FALSE,"College graduate"
"60",118159664732,0.336667086621082,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,50,"other","male",FALSE,"College graduate"
"61",118159168049,0.435846307635803,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Climate change",NA,65,"white","female",FALSE,"College graduate"
"62",118159809536,1.35633690975663,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Inflation",NA,78,"white","female",FALSE,"Some college"
"63",118160102049,0.729878163335178,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,54,"white","male",FALSE,"High school or G.E.D."
"64",118158305322,1.11396033985286,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Abortion",NA,36,"white","female",FALSE,"Associate's degree"
"65",118159248733,1.43104072111295,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Crime and safety",NA,23,"hispanic","female",TRUE,"High school or G.E.D."
"66",118158015426,0.35633199309072,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Climate change",NA,53,"white","male",FALSE,"College graduate"
"67",118157568685,1.52425628107024,43,22,"AZ","04013","Other/Would not Vote","Republican","Strongly disapprove","dnv/other","Republican","Conservative","Inflation",NA,100,"other","male",TRUE,"Some college"
"68",118159070133,0.372558946988111,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,73,"hispanic","male",TRUE,"Post graduate degree"
"69",118159904999,0.893896499085003,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Strongly disapprove","rep","Republican","Moderate","Crime and safety",NA,67,"white","female",FALSE,"High school or G.E.D."
"70",118160037468,0.995023895324397,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Inflation",NA,40,"white","male",FALSE,"Associate's degree"
"71",118157505882,4.49171500600213,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dnv/other","Republican","Moderate","Crime and safety",NA,19,"white","female",FALSE,"Some college"
"72",118159276323,0.0919479397542472,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,42,"white","male",FALSE,"Did not complete high school"
"73",114154863835,0.0256710444131586,43,22,"AZ","04013",NA,NA,"Strongly approve","dnv/other","Republican","Moderate","Crime and safety",NA,34,"hispanic","male",TRUE,"College graduate"
"74",118159093252,0.337203125800351,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate","Crime and safety",NA,55,"other","male",FALSE,"Post graduate degree"
"75",118157640435,0.0791916870908763,43,22,"AZ","04013",NA,NA,"Strongly approve","dnv/other","Independent","Moderate","Abortion",NA,20,"hispanic","female",TRUE,"Some college"
"76",118159171630,1.17029174463221,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,26,"hispanic","male",TRUE,"High school or G.E.D."
"77",118159105436,0.350072432317889,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","dnv/other","Independent","Moderate","Inflation",NA,49,"hispanic","female",TRUE,"Associate's degree"
"78",118158960910,0.184594573772086,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,54,"white","female",FALSE,"College graduate"
"79",118160072624,0.878057227929064,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Inflation",NA,54,"hispanic","female",TRUE,"Some college"
"80",118160125724,0.486925203559462,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,42,"white","female",FALSE,"College graduate"
"81",114154061055,0.0833568396324099,43,22,"AZ","04013",NA,NA,"Somewhat approve","dnv/other","Independent","Moderate","Climate change",NA,40,"hispanic","female",TRUE,"High school or G.E.D."
"82",118159315416,1.43742316275047,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Crime and safety",NA,23,"other","female",FALSE,"Some college"
"83",118158148745,0.356085627662029,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dem","Republican","Moderate","Inflation",NA,50,"white","male",FALSE,"College graduate"
"84",118158723369,0.394322730440507,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Abortion",NA,55,"white","female",FALSE,"College graduate"
"85",118159145341,0.370577434234344,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Guns",NA,58,"hispanic","male",TRUE,"Post graduate degree"
"86",118158924428,0.454170869840605,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Abortion",NA,67,"hispanic","female",TRUE,"Post graduate degree"
"87",118158257262,0.393630009488254,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Climate change",NA,73,"white","male",FALSE,"Post graduate degree"
"88",118159018996,0.890198014208454,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Very liberal","Climate change",NA,71,"white","male",FALSE,"Some college"
"89",118157895331,0.21676898133696,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Abortion",NA,41,"white","female",FALSE,"College graduate"
"90",118159071874,0.720263094246566,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,51,"other","male",FALSE,"Associate's degree"
"91",118158188606,0.373290806798127,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,61,"other","female",FALSE,"Post graduate degree"
"92",118159109178,0.146203645663636,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dnv/other","Independent","Moderate","Inflation",NA,30,"white","male",FALSE,"College graduate"
"93",118158216803,0.720263094246566,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,61,"hispanic","male",TRUE,"Associate's degree"
"94",118157889488,0.985595065252306,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Abortion",NA,74,"white","female",FALSE,"Some college"
"95",118159141906,0.729878163335178,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate","Crime and safety",NA,50,"white","male",FALSE,"High school or G.E.D."
"96",114153955821,0.0664838406114331,43,22,"AZ","04013",NA,NA,"Somewhat disapprove","dnv/other","Independent","Very liberal","Crime and safety",NA,25,"hispanic","female",TRUE,"High school or G.E.D."
"97",118157922351,0.357535161151333,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,70,"white","male",FALSE,"Post graduate degree"
"98",118159847118,1.22029767564662,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Inflation",NA,32,"white","female",FALSE,"High school or G.E.D."
"99",118158823100,0.492379189350089,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Strongly disapprove","rep","Republican","Conservative","Guns",NA,81,"white","male",FALSE,"College graduate"
"100",118160071598,0.541802135690149,43,22,"AZ","04013","Democrat","Republican","Strongly disapprove","dem","Independent","Moderate","Inflation",NA,34,"white","female",FALSE,"College graduate"
"101",118159070494,1.00096266805017,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Abortion",NA,47,"white","female",FALSE,"Some college"
"102",118159620783,0.486925203559462,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Very liberal","Abortion",NA,47,"white","female",FALSE,"College graduate"
"103",118157891954,0.393637578902742,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Guns",NA,71,"white","male",FALSE,"College graduate"
"104",118158718215,0.492379189350089,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Crime and safety",NA,76,"white","male",FALSE,"College graduate"
"105",118158887160,0.39614687807236,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,72,"white","female",FALSE,"College graduate"
"106",118159145434,0.393637578902742,43,22,"AZ","04021","Democrat","Democrat","Somewhat approve","dem","Independent","Liberal","Guns",NA,68,"white","male",FALSE,"College graduate"
"107",118157908919,1.11349134637306,43,22,"AZ","04021","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Crime and safety",NA,80,"white","male",FALSE,"Some college"
"108",118157896097,0.435846307635803,43,22,"AZ","04021","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,NA,71,"white","female",FALSE,"College graduate"
"109",118159709874,0.731960348296304,43,22,"AZ","04021","Republican","Republican","Strongly disapprove","rep","Independent","Conservative","Inflation",NA,50,"white","male",FALSE,"Associate's degree"
"110",118159045966,0.985595065252306,43,22,"AZ","04021","Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Abortion",NA,67,"white","female",FALSE,"Some college"
"111",118159120865,0.54135419353795,43,22,"AZ","04021","Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate","Climate change",NA,77,"white","male",FALSE,"Post graduate degree"
"112",118158968902,0.985595065252306,43,22,"AZ","04021","Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Abortion",NA,67,"white","female",FALSE,"Some college"
"113",118159664127,0.101383853850572,43,22,"AZ","04021","Other/Would not Vote","Other/Would not Vote","Somewhat approve","dem","Democrat","Moderate","Inflation",NA,60,"hispanic","female",TRUE,"Did not complete high school"
"114",118158485567,1.27153763963821,43,22,"AZ","04021","Other/Would not Vote","Other/Would not Vote","Strongly disapprove","dnv/other","Independent","Moderate","Guns",NA,49,"white","male",FALSE,"Some college"
"115",118159178119,0.435846307635803,43,22,"AZ","04021","Democrat","Democrat","Somewhat disapprove","dem","Independent","Conservative","Crime and safety",NA,67,"white","female",FALSE,"College graduate"
"116",118159672718,0.883115348706575,43,22,"AZ","04021","Republican","Republican","Strongly disapprove","rep","Independent","Conservative","Inflation",NA,65,"other","female",FALSE,"Associate's degree"
"117",118158294773,0.336667086621082,43,22,"AZ","04021","Republican","Republican","Strongly disapprove","rep","Independent","Conservative","Inflation",NA,54,"other","male",FALSE,"College graduate"
"118",118158587348,0.22906427923898,43,22,"AZ","04021","Democrat","Democrat","Somewhat approve","dnv/other",NA,"Moderate","Crime and safety",NA,39,"hispanic","male",TRUE,"Some college"
"119",118158091123,0.227309956853457,43,22,"AZ","04021","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Abortion",NA,73,"white","female",FALSE,"Post graduate degree"
"120",118158161661,0.435846307635803,43,22,"AZ","04021","Democrat","Democrat","Somewhat approve","dem","Democrat","Very liberal","Abortion",NA,65,"white","female",FALSE,"College graduate"
"121",118157728946,0.203093518696044,43,22,"AZ","04021","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Climate change",NA,64,"white","female",FALSE,"College graduate"
"122",118158860863,0.372405232572677,43,22,"AZ","04021","Republican","Republican","Strongly disapprove","rep","Independent","Conservative","Inflation",NA,67,"hispanic","male",TRUE,"College graduate"
"123",114153525604,0.357782767095476,43,22,"AZ","04021","Republican","Republican","Strongly disapprove","rep","Independent","Moderate","Inflation",NA,71,"white","male",FALSE,"College graduate"
"124",118159486242,0.435590542678179,43,22,"AZ","04021","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Inflation",NA,65,"white","female",FALSE,"Post graduate degree"
"125",118157854208,0.189063475650122,43,22,"AZ","04021","Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Inflation",NA,66,"white","male",FALSE,"Post graduate degree"
"126",118159998465,0.890252991279366,43,22,"AZ","04021","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal","Abortion",NA,57,"white","female",FALSE,"Did not complete high school"
"127",118158651973,0.0664252039784613,43,22,"AZ","04021","Democrat","Democrat","Somewhat approve","dem","Independent","Liberal","Inflation",NA,49,"white","female",FALSE,"Post graduate degree"
"128",118157944504,0.599452132283624,43,22,"AZ","04021","Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Climate change",NA,75,"white","female",FALSE,"Post graduate degree"
"129",118157945817,0.0310890038153655,43,22,"AZ","04021",NA,NA,"Somewhat approve","dnv/other","Independent","Moderate","Inflation",NA,49,"hispanic","male",TRUE,"College graduate"
"130",118158107763,0.323399715927545,43,22,"AZ","04021","Other/Would not Vote","Other/Would not Vote","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,52,"white","male",FALSE,"Post graduate degree"
"131",118158961241,0.187372874680144,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Climate change",NA,43,"white","male",FALSE,"College graduate"
"132",118157966397,0.357782767095476,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Moderate","Inflation",NA,70,"white","male",FALSE,"College graduate"
"133",118157655574,1.8490081299585,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dnv/other","Democrat","Moderate","Crime and safety",NA,24,"other","male",FALSE,"College graduate"
"134",118157756913,1.20705170519977,43,22,"AZ","04021","Republican","Republican","Strongly disapprove","dnv/other","Independent","Moderate","Inflation",NA,60,"white","female",FALSE,"Post graduate degree"
"135",118158078994,0.444251157894092,43,22,"AZ","04021","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,39,"white","male",FALSE,"College graduate"
"136",118157689598,0.310548341995686,43,22,"AZ","04021","Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","dnv/other","Democrat","Moderate","Inflation",NA,54,"other","female",FALSE,"Did not complete high school"
"137",118159068083,0.39614687807236,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative","Inflation",NA,70,"white","female",FALSE,"College graduate"
"138",118158137851,0.152884762268456,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,22,"white","male",FALSE,"College graduate"
"139",118157487532,0.0510248454850237,43,22,"AZ","04013",NA,NA,"Somewhat approve","dnv/other","Republican","Moderate","Climate change",NA,23,"asian","male",FALSE,"High school or G.E.D."
"140",118159999510,0.193886492223464,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Strongly approve","dnv/other","Independent","Moderate","Crime and safety",NA,30,"hispanic","male",TRUE,"High school or G.E.D."
"141",118158593136,1.19428217715113,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Strongly disapprove","rep","Republican","Conservative","Climate change",NA,28,"white","male",FALSE,"Did not complete high school"
"142",118160170542,0.589115131337655,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Abortion",NA,29,"white","female",FALSE,"College graduate"
"143",118159241745,0.460048899792508,43,22,"AZ","04013","Democrat","Republican","Strongly approve","rep","Republican","Conservative","Crime and safety",NA,48,"asian","female",FALSE,"College graduate"
"144",118157709932,0.731960348296304,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,60,"white","male",FALSE,"Associate's degree"
"145",118157696837,0.323651267094414,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Abortion",NA,63,"white","male",FALSE,"College graduate"
"146",118158191554,0.435846307635803,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal","Abortion",NA,71,"white","female",FALSE,"College graduate"
"147",118159903193,0.393365159397561,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Moderate","Climate change",NA,68,"white","male",FALSE,"Post graduate degree"
"148",118157895789,1.11072047870511,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative","Inflation",NA,75,"white","male",FALSE,"High school or G.E.D."
"149",118157705522,0.458480072731151,43,22,"AZ","04013","Other/Would not Vote","Republican","Strongly disapprove","rep","Independent","Liberal","Inflation",NA,43,"white","female",FALSE,"Some college"
"150",118159174947,0.435590542678179,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate","Guns",NA,70,"white","female",FALSE,"Post graduate degree"
"151",118157797229,0.720263094246566,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","rep","Democrat","Moderate","Inflation",NA,53,"hispanic","male",TRUE,"Some college"
"152",118158108287,0.356085627662029,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dem","Republican","Conservative","Crime and safety",NA,59,"white","male",FALSE,"College graduate"
"153",118157934536,0.370405813420292,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Moderate","Guns",NA,63,"hispanic","male",TRUE,"College graduate"
"154",118159077195,0.393637578902742,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Conservative","Abortion",NA,66,"white","male",FALSE,"College graduate"
"155",118159683558,0.877197967463575,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal","Inflation",NA,55,"black","female",FALSE,"High school or G.E.D."
"156",118159068755,0.16872940817552,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dem","Independent","Conservative","Crime and safety",NA,56,"white","male",FALSE,"College graduate"
